ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,clean
0,0,0,1,0,0,0.001059,0,0,0,1.45568,0,0,0,0,0,0,1,0,0,0.035206,0,0,0,2,4,7,1,2,0,0,0,0,0,3,0,0,0.00077,2.02,0,2,1.03,0,0,0,0,0,0,2.02,0.00233,5.11,1,0.003109,0.005594,0.000727,38,1,0.002909,1.01,0.000312,0,clean
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,9,0,2,1,0,0,0,1,0,8,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,clean
1,0.000157,0,3,1.01,0,0.141696,0.000219,0,0.000396,7.35911,0.000276,1.01,1.02,0,0,0,5,0.000591,1.01,0.171798,0,0,1.01,4,13,0,2,1,0,0,0,1,0,9,0.000516,0,0.000541,1.02,1.05,4,1.02,1,0,1,0,1.03,0,1.02,0.010303,2.04,3,0.000396,0.001702,0.000534,7,1,0.000446,1.05,0.00163,0.000322,buggy
0,0.001163,0.001019,7,0,2.02,0.109973,0.00115,1.01,0.000975,12.8303,0,0,2.04,0,0,0,23,0,2.02,0.307556,0,0.000814,4.12,17,107,3,6,2,2,0,1.01,15,1.03,46,0.002881,0.001258,0.004944,4.11,2.14,18,4.25,7,0,7,2,2.04,0.000287,4.11,0.020132,2.08,9,0.00415,0.002251,0.003621,24,6,0.004255,6.44,0.004824,0.00146,clean
0,0,0,8,7.22,8.23,0.075157,0,0,0.000616,10.6126,0.01673,0,0,21,0,0,0,0,1.01,0.31044,0,0.003652,0,0,0,3,0,2,0,0,1.01,0,3.05,0,0,0.017561,0,0,0,0,0,22,0,1,0,0,0.000364,0,0.040351,3.06,8,0,0.003534,0,12,0,0,0,0.118848,0,buggy
49,0.024636,0.001617,57,1.01,8.14,2.67075,0,4.04,0.008751,36.0219,0.000697,16.3,16.32,7,0,4,534,0.024691,8.13,0.993943,0,0,37.23,38,1543,0,64,1,5,0,0,2016,0,1009,0.047436,0.010685,0.056661,14.22,32.49,39,43.4,32,0,25,11,1.02,0,14.22,0.107839,2.03,58,0.032836,0.001835,0.055918,17,11,0.033619,48.68,0.221266,0.027806,buggy
1,0.001264,0.000684,4,1.01,0,0.106124,0.000876,1.01,0,7.69165,0.006808,1.01,2.02,1,0,1,36,0.000617,0,0.211378,0,0,5.21,9,116,0,14,2,5,0,1.01,91,0,43,0.004647,0,0.012545,6.09,2.25,13,5.23,1,0,0,1,1.01,0,7.1,0.023963,3.03,4,0.005126,0.003316,0.011273,13,9,0.006487,6.72,0.059224,0.001453,buggy
3,0.001386,0.017886,7,0,1.01,0.221717,0.000303,5.07,0,8.65833,0,1.01,2.02,0,1,0,86,0.00063,0,0.222256,0,0.003413,3.09,16,248,5,50,1,25,0,0,1225,1.01,114,0.002421,0.001166,0.002421,2.03,2.97,38,3.16,20,0,16,1,1.01,0,6.09,0.017921,0,7,0.003586,0,0.00252,33,47,0.018459,3.33,0.011762,0.00151,buggy
0,0,0,2,0,0,0.03215,0,0,0,4.04276,0,0,0,0,0,0,6,0,0,0.098951,0,0,0,5,23,0,5,1,2,0,0,10,0,11,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0.006805,0,2,0,0,0,7,5,0,0,0.001232,0,clean
0,0,0,4,0,0,0.1925,0,0,0,3.68818,0,0,0,0,0,0,49,0,0,0.135548,0,0,3.12,12,117,0,7,3,3,0,0,21,0,42,0.009477,0,0.008893,0,0,15,3.08,4,0,4,1,0,0,0,0.024472,0,4,0,0,0.008618,45,5,0,3.13,0.088304,0,buggy
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,4,20,0,5,1,3,0,0,10,0,16,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,1,0,0,0,7,3,0,0,0,0,buggy
5,0.000612,0,3,1.01,1.01,0.037379,0.000475,0,0,6.16292,0.000407,0,1.01,3,0,0,30,0,0,0.158311,0,0.003837,1.04,3,66,2,10,3,1,0,0,45,2.02,36,0.000694,0.000564,0.00069,2.02,1.09,4,2.05,4,0,1,0,1.01,0,2.02,0.013802,2.03,3,0.001367,0.002164,0.001352,29,5,0.001435,1.09,0.021918,0.000639,buggy
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,4,262,0,8,1,2,0,0,28,0,101,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,clean
1,0.007877,0.009937,8,1.02,1.02,0.308881,0.000876,4.05,0.006087,15.07,0.006808,1.01,2.05,2,0,1,149,0.000791,1.02,0.42891,0,0,4.29,29,654,0,35,1,8,0,0,595,0,220,0.010416,0.000759,0.011845,7.1,3.6,35,5.39,12,0,3,2,1.01,0,7.12,0.054762,2.02,11,0.020044,0.002338,0.011292,26,20,0.018518,6.87,0.126098,0.008526,buggy
0,0.000573,0,0,0,0,0.036488,0.000359,0,0,6.55322,0,0,1.03,0,1,0,1,0,0,0.147474,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1.06,0,1.03,0,0,0,0,1.03,0,0,0.007707,2.02,0,0,0.002027,0.000635,11,1,0,0,0.000155,0.000668,clean
0,0.000708,0,1,0,0,0.009632,0,0,0,5.0342,0,0,1.02,0,0,0,12,0,0,0.142066,0,0,1.08,5,25,0,7,3,4,0,0,21,0,16,0.000794,0,0.008604,1.05,1.11,9,1.11,2,0,2,0,0,0,1.05,0.018095,2.09,1,0.000925,0.002338,0.000832,45,5,0.000932,2.15,0.054915,0.00086,buggy
4,0.001759,0.008253,5,0,1.01,0.311328,0.002598,9.37,0,9.68165,0,3.04,2.1,0,0,0,72,0.00183,0,0.224078,0,0,6.35,7,257,0,18,1,19,0,0,153,0,128,0.008207,0.000759,0.004346,2.04,3.25,26,4.69,4,0,0,1,3.07,0,9.41,0.012947,1.01,5,0.002044,0.001486,0.003596,7,11,0.009288,6.44,0.000919,0.001968,clean
0,0,0,7,7.74,7.75,0.126347,0,0,0.000616,10.0342,0.008735,0,0,61,0,0,0,0,1.01,0.282877,0,0.003652,0,0,0,3,0,2,0,0,1.01,0,3.05,0,0,0.010551,0,0,0,0,0,62,0,1,0,0,0.000364,0,0.033086,3.06,7,0,0.003534,0,12,0,0,0,0.077103,0,buggy
9,0.009134,0.001337,5,0,4.06,0.301141,0.006257,1.01,0.008558,7.23456,0,1.01,3.05,0,0,0,102,0.001258,4.06,0.208509,0,0,4.2,28,367,0,39,2,2,0,0,741,0,217,0.011606,0.009949,0.011543,6.09,4.87,29,4.29,19,0,17,0,2.02,0,6.08,0.02539,0,5,0.021196,0,0.011632,22,29,0.020817,4.67,0.060921,0.009445,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,3,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1,0,0.001486,0,10,3,0,0,0,0,buggy
0,0,0,1,0,0,0.033097,0,0,0,2.99799,0,0,0,0,0,0,2,0,0,0.067648,0,0,0,0,6,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.003568,1.03,1,0,0.001486,0,18,2,0,0,0.000078,0,clean
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,57,0,7,1,1,0,0,21,0,21,0,0,0,0,0,7,0,5,0,5,0,0,0,0,0,0,1,0,0,0,26,5,0,0,0,0,clean
5,0,0,7,0,0,0.124285,0,0,0,6.72772,0,0,0,0,0,1,40,0,0,0.226623,0,0,3.06,12,134,0,8,1,1,0,0,28,0,63,0.002014,0,0.016512,1.01,0,12,5.08,4,1,4,2,0,0,1.01,0.03915,1.01,7,0.000925,0.001486,0.013237,7,1,0.000932,6.24,0.068796,0,buggy
1,0.001281,0,1,0,0,0.006273,0.001236,0,0,3.38341,0,0,2.02,0,0,0,19,0,0,0.075716,0,0.000966,2.06,4,45,9,8,2,1,0,1.01,28,1.02,26,0.001415,0,0.001436,2.02,2.13,5,2.07,2,0,2,0,2.02,0,2.02,0.00388,2.02,1,0.001456,0.001761,0.001467,10,5,0.001479,2.11,0.000062,0.001528,buggy
2,0.001477,0.002133,5,2.06,2.02,0.401919,0.001096,2.02,0.000954,8.96461,0.00208,1.02,2.1,0,1,0,31,0.000254,1.04,0.216101,0,0,3.07,5,103,0,21,1,6,0,0,210,0,49,0.002539,0.001697,0.002664,3.08,3.55,11,3.22,4,0,4,0,1.08,0,4.08,0.014448,0,5,0.002203,0,0.002559,0,19,0.003531,3.58,0.004497,0.001538,buggy
1,0,0,1,0,0,0.030161,0,0,0,1.11258,0,0,0,0,0,0,3,0,0,0.037395,0,0,0,6,15,0,3,1,0,0,0,3,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.005682,0,1,0,0,0,9,2,0,0,0.017351,0,clean
5,0.001228,0,13,0,1.01,1.0227,0.001018,0,0,17.6953,0,0,2.02,2,0,1,40,0,0,0.532231,0,0,5.16,21,208,0,16,1,2,0,0,120,0,82,0.011147,0.00202,0.022106,3.05,2.29,21,6.14,16,0,0,1,2.02,0,3.05,0.073693,1.02,16,0.003749,0.001486,0.010727,15,8,0.003729,8.61,0.199519,0.00159,buggy
2,0,0,4,0,0,0.078182,0,0,0,13.0076,0,2.03,0,0,0,0,40,0.001409,0,0.339456,0,0,1.02,9,200,0,11,1,1,0,0,55,0,80,0.001624,0,0.002947,1.01,0,10,2.03,7,0,2,1,0,0,1.01,0.032448,1.01,4,0.001212,0.001486,0.002289,7,3,0.001563,2.04,0.061525,0,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0.006273,0,3,13,1,4,2,2,0,0,6,1.01,7,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1.01,1,0,0.003125,0,16,3,0,0,0,0,clean
0,0,0.008452,3,0,0,0.095036,0,8.1,0,7.23232,0,0,0,0,1,0,4,0,0,0.16858,1.01,0,0,0,13,0,4,1,20,0,0,6,0,5,0,0,0,1.01,0,20,0,2,0,1,0,0,0,9.11,0.01007,1.03,3,0.004607,0.001486,0,18,4,0.012304,0,0.001613,0,buggy
14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0.014114,0,19,399,28,17,1,2,0,0,136,1.01,171,0,0,0,0,0,20,0,5,0,5,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,8,0,2,1,0,0,0,1,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,clean
0,0,0,2,0,0,0.006019,0,0,0,0.816746,0,0,0,0,0,0,5,0,0,0.044113,0,0,0,5,19,0,2,3,1,0,0,1,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.012841,0,2,0,0,0,15,2,0,0,0.047668,0,clean
0,0,0,1,0,0,0.003835,0,0,0,1.56389,0,0,0,2,0,0,1,0,0,0.034973,0,0,0,0,4,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.001787,1.01,1,0,0.001486,0,7,0,0,0,0.000027,0,clean
0,0.000657,0,2,0,1.02,0.061577,0,0,0,3.47713,0,0,1.03,0,0,0,21,0,0,0.085719,0,0,1.07,6,61,0,11,1,0,0,0,55,0,27,0.001262,0.001279,0.001182,1.02,1.27,6,1.1,2,0,0,1,1.03,0,1.02,0.00604,1.03,2,0.001054,0,0.001103,17,11,0.001306,1.16,0.001398,0.000578,clean
0,0,0,0,0,0,0.023337,0,0,0,3.36934,0,0,0,0,0,0,10,0,0,0.079924,0,0,0,0,30,0,11,1,1,0,0,55,0,21,0,0,0,2.02,0,1,0,0,0,0,0,0,0,2.02,0.005041,1.01,0,0.005532,0.001486,0,16,11,0.005471,0,0.000804,0,clean
0,0.002547,0.006379,6,0,1.01,0.280545,0.000965,4.04,0.002083,10.7773,0,0,2.03,0,0,2,85,0,1.01,0.308028,0,0,4.11,17,231,3,16,2,5,0,0,120,0,138,0.005382,0.002692,0.005414,2.03,2.42,20,3.11,5,0,1,3,1.01,0,5.07,0.035795,1.01,6,0.00404,0.003052,0.004749,20,8,0.008179,4.32,0.078168,0.003611,buggy
0,0,0,0,0,0,0.046242,0,0,0,6.12239,0,0,0,0,0,0,8,0,0,0.171093,0,0,0,3,31,0,8,1,4,0,0,28,0,18,0,0,0,0,0,7,1.01,1,0,0,0,0,0,0,0.020553,1.01,0,0,0.001486,0.000632,7,6,0,0,0.055678,0,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,clean
0,0,0,0,0,0,0.023337,0,0,0,3.36934,0,0,0,0,0,0,5,0,0,0.079924,0,0,0,4,13,0,3,1,0,0,0,3,0,8,0,0,0,1.01,0,4,0,0,0,0,0,0,0,1.01,0.005041,1.01,0,0.000925,0.001486,0,16,1,0.000932,0,0.000804,0,clean
0,0,0.001625,5,0,1.01,0.554407,0,1.01,0,9.77668,0,0,0,0,0,0,9,0,0,0.286879,0,0,1.01,3,39,0,4,1,5,0,0,6,0,10,0.001,0,0.001285,0,0,7,1.01,4,0,1,1,0,0,1.01,0.038283,1.01,5,0,0.001486,0.001846,7,2,0.001464,1.05,0.090257,0,buggy
2,0,0,1,0,0,0.088277,0,0,0,1.45568,0,0,0,1,0,0,18,0,0,0.035206,0,0,0,16,81,0,12,1,0,0,0,66,0,53,0,0,0,2.02,0,16,0,2,0,1,0,0,0,2.02,0.00233,0,1,0.003586,0,0,17,10,0.00324,0,0.000312,0,buggy
0,0,0.023417,4,0,2.03,0.214961,0,10.26,0,8.82648,0,0,0,0,0,0,3,0,0,0.215315,0,0,0,0,11,0,3,1,27,0,0,3,0,3,0,0.002108,0,0,0,27,0,13,0,2,0,0,0,10.26,0.015146,2.03,4,0,0.002594,0,15,3,0.023528,0,0.007314,0,buggy
0,0,0.007051,1,0,0,0.031251,0,2.02,0,6.81721,0,0,0,0,0,0,10,0,0,0.186142,0,0,0,5,47,0,4,1,4,0,0,6,0,17,0,0,0,1.01,0,9,0,3,0,2,0,0,0,3.03,0.021224,1.01,1,0.004607,0.001486,0,7,4,0.010696,0,0.055646,0,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,2,1,0,0,0,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,clean
4,0.004006,0,7,0,1.02,0.429172,0.003504,0,0.002378,10.3796,0,2.04,3.09,0,0,0,37,0.002699,1.02,0.30198,0,0,4.32,16,188,0,10,1,1,0,0,45,0,115,0.00952,0.002641,0.008304,10.14,3.54,17,4.94,3,0,3,0,2.05,0,10.14,0.036834,1.01,9,0.018293,0.001486,0.009565,8,6,0.01875,5.5,0.092359,0.004362,clean
0,0,0.000375,3,0,0,0.113243,0,1.01,0,6.44925,0,0,0,0,0,0,3,0,0,0.156537,0,0,0,0,11,0,3,1,4,0,0,3,0,3,0,0,0,0,0,4,0,6,0,2,0,0,0,1.01,0.010857,2.03,3,0,0.002594,0,15,3,0.000596,0,0.00528,0,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,clean
2,0,0.002532,3,0,2.02,0.245985,0,3.04,0.001337,7.23572,0,0,0,0,0,0,57,0,2.02,0.168448,0,0,1.08,4,217,0,10,1,3,0,0,45,0,55,0.000249,0.001348,0.001493,2.02,0,7,1.06,3,0,3,0,0,0,5.06,0.010023,3.17,3,0.001725,0.002587,0.000803,7,8,0.004444,4.05,0.001598,0,buggy
1,0.00187,0.004611,29,0,1.01,0.588834,0.000876,3.03,0,25.1033,0,1.01,2.02,0,1,1,126,0.000791,0,0.683134,0,0.005538,12.46,22,456,16,21,2,10,0,0,210,4.05,174,0.011173,0.000759,0.022514,3.09,2.39,28,11.66,3,0,1,5,1.01,0,4.09,0.074612,8.18,29,0.004442,0.007122,0.009902,91,5,0.0066,18.67,0.119439,0.001733,buggy
8,0.003971,0.002028,14,0,3.03,0.722831,0.001289,2.02,0.003725,16.8929,0,1.01,4.06,0,0,0,109,0.001258,3.03,0.472266,0,0,10.34,21,430,0,29,1,6,0,0,406,0,199,0.020028,0.00365,0.021611,4.06,5.73,26,13.68,8,1,3,2,3.03,0,5.07,0.055402,2.08,14,0.007194,0.003262,0.02396,23,11,0.006332,13.1,0.124749,0.004046,buggy
0,0,0.002273,5,0,1.01,0.083285,0,1.01,0.002566,11.2716,0,0,0,0,2,0,67,0,1.01,0.274125,0,0,4.07,14,210,0,13,1,1,0,0,78,0,107,0.005501,0.002169,0.003881,2.03,0,15,5.17,4,0,1,1,0,0,2.02,0.019056,2.02,5,0.003498,0.003262,0.006633,17,2,0.002538,3.14,0.009488,0,buggy
0,0,0,1,0,0,0.027268,0,0,0,2.23731,0,0,0,0,0,0,15,0,0,0.053999,0,0,0,17,97,0,4,1,1,0,0,6,0,72,0,0,0,0,0,17,0,4,0,4,0,0,0,0,0.003552,0,1,0,0,0,10,4,0,0,0.000455,0,clean
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,clean
0,0.003261,0.0009,4,2.05,1.02,0.129787,0.001696,1.01,0.00185,8.59336,0.000516,2.08,4.1,0,0,0,21,0.001368,1.03,0.218639,0,0.000966,4.23,10,61,0,9,1,1,0,1.02,36,1.02,36,0.00361,0.000759,0.003975,2.03,4.83,11,5.34,3,0,3,0,3.03,0.00022,2.04,0.01857,3.18,4,0.001491,0.002483,0.004884,13,8,0.001584,5.62,0.029282,0.003864,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,clean
0,0,0,1,0,0,0.033604,0,0,0,2.55158,0,0,0,0,0,0,12,0,0,0.062895,0,0,0,2,69,0,7,1,1,0,0,21,0,23,0,0,0,1.01,0,3,0,10,0,10,0,0,0,1.01,0.004457,1.01,1,0.000535,0.001486,0,12,7,0.000524,0,0.001264,0,clean
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,2,1,0,0,0,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,clean
0,0,0,3,0,0,0.003928,0,0,0,2.28372,0,0,0,0,0,0,3,0,0,0.116063,0,0,0,0,10,0,3,1,2,0,0,3,0,4,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0.031934,0,3,0,0,0,19,3,0,0,0.118884,0,clean
0,0.004925,0.005835,5,0,2.02,0.340267,0.004283,6.18,0.000617,15.226,0,0,7.14,0,0,0,28,0,1.01,0.394734,0,0,8.25,14,200,0,19,1,14,0,0,171,0,104,0.006704,0.001884,0.006884,9.13,8.61,28,8.86,2,0,1,2,7.13,0,10.31,0.036552,1.01,6,0.013234,0.001486,0.006828,7,18,0.01446,9.73,0.063177,0.004885,buggy
1,0.0036,0.001329,3,3.03,3.05,0.244503,0.001372,2.03,0.002642,6.22347,0.000809,1.01,4.08,0,0,0,39,0.002406,2.04,0.158543,0,0.001395,4.35,12,112,11,12,2,2,0,0,66,4.16,58,0.005178,0.003391,0.005193,2.1,4.85,13,4.46,5,0,4,0,2.02,0,3.12,0.013503,10.24,3,0.002244,0.011461,0.005082,41,5,0.004023,4.89,0.020959,0.004855,buggy
1,0,0.010867,3,0,0,0.097112,0,8.09,0,6.87477,0,0,0,0,1,0,32,0,0,0.16624,1.01,0,0,3,130,0,11,1,26,0,0,55,0,40,0,0,0,0,0,29,0,6,0,5,0,0,0,8.09,0.011386,1.01,3,0,0.001486,0,7,10,0.011839,0,0.005294,0,buggy
0,0.009866,0,12,0,0,0.123923,0.009594,0,0,16.3188,0,0,8.15,0,0,1,38,0,0,0.435704,0,0,8.15,2,114,0,38,1,0,0,0,703,0,74,0.011001,0,0.010706,2.02,12.5,2,8.3,1,0,1,1,8.15,0,2.02,0.044378,9.16,13,0.001185,0.012275,0.010714,44,38,0.001404,8.45,0.096674,0.01067,buggy
